id,sloka,translation,
1632,āhārairupacāraiśca vātalaiḥ kupito'nilaḥ|  janayetkṛṣṇapāṇḍutvaṃ [1] tathā rūkṣāruṇāṅgatām||17||  aṅgamardaṃ rujaṃ todaṃ kampaṃ pārśvaśirorujam|  varcaḥśoṣāsyavairasyaśophānāhabalakṣayān||18||,"With unwholesome food and improper conduct, the envious sage becomes angry, producing in his own body symptoms of sickness such as sharp pain, fever, cough, heaviness, emaciation, and loss of luster, along with shortness of breath, disrupted digestion, fainting, lethargy, and weakened speech.",
1633,pittalasyācitaṃ pittaṃ yathoktaiḥ svaiḥ prakopaṇaiḥ|  dūṣayitvā tu raktādīn pāṇḍurogāya kalpate||19||  sa pīto haritābho vā jvaradāhasamanvitaḥ|  tṛṣṇāmūrcchāpipāsārtaḥ [1] pītamūtraśakṛnnaraḥ||20||  svedanaḥ śītakāmaśca na cānnamabhinandati|  kaṭukāsyo na cāsyoṣṇamupaśete'mlameva ca||21||  udgāro'mlo vidāhaśca vidagdhe'nne'sya jāyate|  daurgandhyaṃ bhinnavarcastvaṃ daurbalyaṃ tama eva ca||22||,"If the body is afflicted with pain, swelling, tremors, and spasms in various limbs, along with a burning sensation in the head, it becomes consumptive, thirsty, and weak. Its strength wanes, and its appetite decreases. It cannot tolerate sour or salty foods, cold or warm substances, or even water. Moreover, its digestion is impaired, leading to foul-smelling breath, and it loses its natural luster and strength. This is the condition of a person afflicted with jaundice.",
1634,vivṛddhaḥ śleṣmalaiḥ śleṣmā pāṇḍurogaṃ sa pūrvavat|  karoti gauravaṃ tandrā chardiṃ śvetāvabhāsatām||23||  prasekaṃ lomaharṣaṃ ca sādaṃ mūrcchāṃ bhramaṃ klamam|  śvāsaṃ kāsaṃ tathā''lasyamaruciṃ vāksvaragraham||24||  śuklamūtrākṣivarcastvaṃ kaṭurūkṣoṣṇakāmatām|  śvayathuṃ madhurāsyatvamiti [1] pāṇḍvāmayaḥ kaphāt||25||,"Increase of bile causes the complexion to become pale and leads to anemia, similar to earlier occurrences. Excessive sleep, emaciation, giddiness, fainting, hiccups, stammering, salivation, sour eructation, and impaired digestion are also indicative of an increase in phlegm, as stated in the Ayurveda. When food is not relished, there is aversion to warm things, and there is a bad odor in the mouth, it indicates an excess of phlegm. This leads to weakness and darkness of the mind.",
1635,sarvānnasevinaḥ sarve duṣṭā doṣāstridoṣajam|  tridoṣaliṅgaṃ kurvanti pāṇḍurogaṃ suduḥsaham||26||,"Those who serve everyone, even if afflicted by excess phlegm and bile, cause a fair complexion disease that is difficult to treat, along with symptoms such as lethargy, loss of voice, hiccups, heaviness, sweat, tremors, exhaustion, coughing, and lack of luster.",
1636,mṛttikādanaśīlasya kupyatyanyatamo malaḥ|  kaṣāyā mārutaṃ pittamūṣarā madhurā kapham||27||  kopayenmṛdrasādīṃśca raukṣyādbhuktaṃ virūkṣayet [1] |  pūrayatyavipakvaiva srotāṃsi niruṇaddhi ca||28||  indriyāṇāṃ balaṃ hatvā tejo vīryaujasī tathā|  pāṇḍurogaṃ karotyāśu balavarṇāgnināśanam||29||  śūnagaṇḍākṣikūṭabhrūḥ [2] śūnapānnābhimehanaḥ|  krimikoṣṭho'tisāryeta malaṃ sāsṛk kaphānvitam||30||,"For one who serves all food, all impurities become the sole fault. Excessive consumption of a particular type of food can produce three types of disorders. By neutralizing these through moderation in eating and drinking, one can prevent the emergence of pāṇḍu (anemia) and other diseases, as well as maintain fair complexion. One should also avoid suppressing natural urges, such as yawning, sneezing, urination, and defecation, as this can lead to the production of phlegm-related impurities. [29-30]

sarva (all) annasevinaḥ (who serves all food), sarve (all) duṣṭāḥ (impurities) doṣāḥ (faults) astri (become) doṣaṃ (fault) jam (only) tri (three) liṅgam (types) kurvanti (produce) pāṇḍu (anemia) rogam (disease) su (well) duḥsaham (easily)

Suppression of natural urges, such as yawning, sneezing, and the like, leads to the production of phlegm-related impurities. One should avoid this.

śūna (suppressing) gaṇḍa (natural urges) akṣikūṭabhrūḥ (such as yawning, sneezing, etc.) śūna (suppression) pannābhimehanaḥ (of hunger and thirst) krimi (worms) koṣṭha (in the stomach) atisāryeta (develop) malaṃ (impurities) sāsṛk (generated from) kapha (phlegm) anvitam (endowed with)",
1637,pāṇḍurogaścirotpannaḥ kharībhūto na sidhyati|  kālaprakarṣācchūno [1] nā yaśca pītāni paśyati||31||  baddhālpaviṭkaṃ sakaphaṃ haritaṃ yo'tisāryate|  dīnaḥ śvetātidigdhāṅgaśchardimūrcchātṛṣārditaḥ||32||  sa nāstyasṛkkṣayādyaśca pāṇḍuḥ śvetatvamāpnuyāt|  iti pañcavidhasyoktaṃ pāṇḍurogasya lakṣaṇam||33||,"The disorder arising in the earth of the unhealthy one, becoming fierce, does not succeed due to the increase of darkness, impurities, and bile; and also because of the decrease of sweetness, phlegm, and the strength of the senses. Pale and afflicted by disease, he wanders about, distressed by fainting and thirst, neither does he rid himself of whiteness nor the disease named ""pandu"" immediately; such are the symptoms described for a powerful disorder.",
1638,pāṇḍurogī tu yo'tyarthaṃ pittalāni niṣevate|  tasya pittamasṛgmāṃsaṃ dagdhvā rogāya kalpate||34||  hāridranetraḥ sa bhṛśaṃ hāridratvaṅnakhānanaḥ|  raktapītaśakṛnmūtro bhekavarṇo hatendriyaḥ||35||  dāhāvipākadaurbalyasadanārucikarṣitaḥ|  kāmalā bahupittaiṣā koṣṭhaśākhāśrayā matā||36||,"The fair-complexioned one who is excessively afflicted by phlegm and bile, who is wretched, emaciated, and always pale, whose body is wasted due to vomiting, fainting, thirst, and exhaustion, who has a dull complexion and is destitute of strength, who is extremely weakened by the maturation of the five types of fevers (characteristic of this disease) – such is considered the symptoms of the fair complexioned type of consumption.",
1639,kālāntarāt kharībhūtā kṛcchrā syāt kumbhakāmalā| 36½ |,"The one who is severely afflicted by the disease of consumption (tuberculosis) and consumes a large amount of pittalāni (pungent, hot foods), such a person's eyes become like copper (hāridranetraḥ), their complexion becomes jaundiced (bheka varṇaḥ), they have red urine (raktapītra mūtraḥ), and their body becomes shriveled and thin. Their digestive fire is impaired, their senses are weakened, and they suffer from lack of appetite, emaciation, and debility. This condition is known as kumbhakāma, which arises due to an excess of bile (pitta) in the stomach (koṣṭha śākhā āśrayāḥ).",
1640,kṛṣṇapītaśakṛnmūtro [1] bhṛśaṃ śūnaśca mānavaḥ||37|| saraktākṣimukhacchardiviṇmūtro yaśca tāmyati|  dāhārucitṛṣānāhatandrāmohasamanvitaḥ||38||  naṣṭāgnisañjñaḥ kṣipraṃ hi kāmalāvān vipadyate|38½|,"Wearing a garland, Krsna-pitta (a type of saffron color)-clad, with disheveled hair, and excessively dirty, as well as having wide-open bloodshot eyes, the person who is quickly engulfed by desire, agitation, and infatuation – such a person’s inner fire is quickly extinguished. (37-38½)",
1641,sādhyānāmitareṣāṃ tu pravakṣyāmi cikitsitam||39||  tatra pāṇḍvāmayī snigdhastīkṣṇairūrdhvānulomikaiḥ|  saṃśodhyo mṛdubhistiktaiḥ kāmalī tu virecanaiḥ||40||  tābhyāṃ saṃśuddhakoṣṭhābhyāṃ pathyānyannāni dāpayet|  śālīn sayavagodhūmān purāṇān yūṣasaṃhitān||41||  mudgāḍhakīmasūraiśca jāṅgalaiśca rasairhitaiḥ|  yathādoṣaṃ viśiṣṭaṃ ca tayorbhaiṣajyamācaret||42||  pañcagavyaṃ mahātiktaṃ kalyāṇakamathāpi vā|  snehanārthaṃ ghṛtaṃ dadyāt kāmalāpāṇḍurogiṇe||43||,"I will describe the treatment for a specific condition in those who are not healthy. The one who is afflicted by thirst, cough, fatigue, delusion, and burning sensation, and whose complexion is sallow and eyes are red, should be treated with (medicines that have) unctuous, sharp, and upward-moving properties, as well as mild, astringent ones. After purifying the two orifices, other remedies should be administered. For a patient suffering from emaciation, excessive thirst, and yellowish complexion, one should use medicines made of barley, sesame, goat's milk, and jaggery. According to their specific and individual properties, the appropriate medicine should be administered for each dosha (humor) and its associated symptoms. Even if it is beneficial, pancagavya (a mixture of five cow products) should not be given to a patient with increased thirst and yellowish complexion. Instead, ghee can be used for anointing purposes.",
1642,dāḍimāt kuḍavo dhānyāt kuḍavārdhaṃ palaṃ palam|  citrakācchṛṅgaverācca pippalyaṣṭamikā tathā||44||  taiḥ kalkairviṃśatipalaṃ ghṛtasya salilāḍhake| siddhaṃ hṛtpāṇḍugulmārśaḥplīhavātakaphārtinut||45||  dīpanaṃ śvāsakāsaghnaṃ mūḍhavāte ca śasyate|  duḥkhaprasavinīnāṃ ca vandhyānāṃ caiva garbhadam||46||  iti dāḍimādyaṃ ghṛtam|,"I will describe the treatment for the ailments of the healthy and others. First, the aliment caused by an excess of black bile should be treated with purgatives made from dried ginger, chebulic myrobalan, haritaki, pippalī, and cape jasmine, each in quantities of twenty palas, processed with clarified butter from cow's milk. This purges the excessive black bile, benefits the mind, and alleviates heaviness in the body, cough, and dyspnea. It also helps in the easy delivery of fetuses for barren women suffering from labor pains. This is the treatment for ailments using ghee made from cow's milk.

Additionally, the medication for someone with splenic disease should consume rice prepared with barley and goat's meat soups, as well as green gram soups, in proper quantities, along with other nutritious foods. The patient should also be given five palas of ghee from a cow's milk mixed with madhusnuhī (a type of herb) for its pungent and hot properties, which aid digestion. This can also be used as an ointment to massage the body when needed. For a patient suffering from splenic disease, this treatment is beneficial.",
1643,kaṭukā rohiṇī mustaṃ haridre vatsakāt palam|  paṭolaṃ candanaṃ mūrvā trāyamāṇā durālabhā||47||  kṛṣṇā parpaṭako nimbo bhūnimbo devadāru ca|  taiḥ kārṣikairghṛtaprasthaḥ siddhaḥ kṣīracaturguṇaḥ||48||  raktapittaṃ jvaraṃ dāhaṃ śvayathuṃ sa bhagandaram|  arśāṃsyasṛgdaraṃ caiva hanti visphoṭakāṃstathā||49||  iti kaṭukādyaṃ ghṛtam|,Prepared from the roots of,
1644,pathyāśatarase pathyāvṛntārdhaśatakalkavān|  prasthaḥ siddho ghṛtāt peyaḥ sa pāṇḍvāmayagulmanut||50||  iti pathyāghṛtam|,"""The clarified butter made from the churning of Rohini and Musta with Haridra, Vatsaka, Patola, Chandana, Murva, rare and hard-to-find Trāyamāṇa, Kṛṣṇā, Parpaṭaka, Nimba, Bhū, Deva, and Kaarshiki ingredients is prepared. This siddha ghrita, with its properties of being rakta (reddish), pitta (alkaline), jvara (fever)-curing, dāha (burning) and śvāsa (breathing difficulties) removing qualities, made from the churning of these kaṭuka and other ingredients, is said to destroy the root cause of arśas (piles), kān (tumors) and visphoṭa (ruptures).""",
1645,dantyāścatuṣpalarase piṣṭairdantīśalāṭubhiḥ|  tadvatprastho ghṛtātsiddhaḥ plīhapāṇḍvartiśophajit||51||  iti dantīghṛtam|,"Prepared from a mixture of licorice, peppermint, and other medicinal herbs in quantities of a hundred, such is the therapeutic *dantighrita*, which is also enhanced with the addition of ghee and is capable of alleviating conditions like indigestion, splenomegaly, and jaundice.",
1646,purāṇasarpiṣaḥ prastho drākṣārdhaprasthasādhitaḥ|  kāmalāgulmapāṇḍvartijvaramehodarāpahaḥ||52||  iti drākṣāghṛtam|,"Prepared from the fourfold powder of ground sugarcane, mixed with the extract of",
1647,haridrātriphalānimbabalāmadhukasādhitam|  sakṣīraṃ māhiṣaṃ sarpiḥ kāmalāharamuttamam||53||  iti haridrādighṛtam|,"According to the ancient text, ghee (clarified butter) prepared from cow's milk, one prastha measure of rice, three draksa seeds' worth of grapes, a half prastha measure of turmeric, two pāṇḍu units each of jvara (fever), meha (urinary disorder), and dara (diarrhea) eliminators, and iti (thus) completes the preparation of kāmalāhara, the best aphrodisiac.",
1648,gomūtre dviguṇe dārvyāḥ kalkākṣadvayasādhitaḥ|  dārvyāḥ pañcapalakvāthe kalke kālīyake paraḥ||54||  māhiṣāt sarpiṣaḥ prasthaḥ pūrvaḥ pūrve pare paraḥ|55|,"In a tri-fruit mixture of turmeric, nimba, and bala, as well as madhuka, when properly prepared with sakshi rice, it is superior to kalka made from two pala measures. Among cow's urine, ghee, honey, and sesame oil, the best in the initial stage is ghee, and ultimately, it is sesame oil.",
1649,snehairebhirupakramya snigdhaṃ matvā virecayet||55||  payasā mūtrayuktena bahuśaḥ kevalena vā|  dantīphalarase koṣṇe kāśmaryāñjalinā śṛtam||56||  drākṣāñjaliṃ mṛditvā vā dadyāt pāṇḍvāmayāpaham|  dviśarkaraṃ trivṛccūrṇaṃ palārdhaṃ paittikaḥ pibet||57||  kaphapāṇḍustu gomūtraklinnayuktāṃ [1] harītakīm|  āragvadhaṃ [2] rasenekṣorvidāryāmalakasya ca||58|| satryūṣaṇaṃ bilvapatraṃ pibennā kāmalāpaham|  dantyardhapalakalkaṃ vā dviguḍaṃ śītavāriṇā||59||  kāmalī trivṛtāṃ vā'pi triphalāyā rasaiḥ pibet|  viśālātriphalāmustakuṣṭhadārukaliṅgakān||60||  kārṣikānardhakarṣāṃśāṃ kuryādativiṣāṃ tathā|  karṣau madhurasāyā dvau sarvametat [3] sukhāmbunā||61||  mṛditaṃ taṃ rasaṃ pūtaṃ pītvā lihyācca madhvanu|  kāsaṃ śvāsaṃ jvaraṃ dāhaṃ pāṇḍurogamarocakam||62||  gulmānāhāmavātāṃśca raktapittaṃ ca nāśayet|  triphalāyā guḍūcyā vā dārvyā nimbasya vā rasam||63||  śītaṃ madhuyutaṃ prātaḥ kāmalārtaḥ pibennaraḥ|  kṣīramūtraṃ pibet pakṣaṃ gavyaṃ māhiṣameva vā||64||  pāṇḍurgomūtrayuktaṃ vā saptāhaṃ triphalārasam|  tarujān jvalitānmūtre nirvāpyāmṛdya cāṅkurān||65||  mātuluṅgasya tat pūtaṃ pāṇḍuśothaharaṃ pibet|  svarṇakṣīrī trivṛcchyāme bhadradāru sanāgaram||66||  gomūtrāñjalinā piṣṭaṃ mūtre vā kvathitaṃ pibet|  kṣīramebhiḥ śṛtaṃ vā'pi pibeddoṣānulomanam||67||  harītakīṃ prayogeṇa gomūtreṇāthavā pibet|  jīrṇe kṣīreṇa bhuñjīta rasena madhureṇa vā||68||  saptarātraṃ gavāṃ mūtre bhāvitaṃ vā'pyayorajaḥ|  pāṇḍurogapraśāntyarthaṃ payasā pāyayedbhiṣak||69||,"Using cow's urine, prepared in two ways with five palas of ingredients each, or with kvathita (boiled) or bhuñjīta (consumed), jīrṇe kṣīreṇa (stale curd), saptarātraṃ gavāṃ mūtre (for seven nights with cow's urine), mixed with payasā (milk), pāyayet (should be given) for the purpose of pāṇḍurogapraśāntyarthaṃ (pacifying a type of disease).",
