id,sloka(iast),translation
1253,yāḥ sarvagātreṣu masūramātrā masūrikāḥ pittakaphāt pradiṣṭāḥ|  vīsarpaśāntyai vihitā kriyā yā tāṃ teṣu  kuṣṭhe ca hitāṃ vidadhyāt||93||,"Eruptions similar to size and shape of lentil (masura) occurring all over the body due to pitta and kapha is known as masurikā; the treatment described for visarpa should is also adopted for it. For visphotaka etc., treatment described for kuṣtha should be adopted [93]"
1254,bradhno'nilādyairvṛṣaṇe  svaliṅgairantraṃ nireti praviśenmuhuśca|  mūtreṇa pūrṇaṃ mṛdu medasā cet snigdhaṃ ca vidyāt kaṭhinaṃ ca śotham||94||  virecanābhyaṅganirūhalepāḥ pakveṣu caiva vraṇavaccikitsā|  syānmūtrasekaḥ  kaphajaṃ vipāṭya viśodhya sīvyedvraṇavacca pakvam||95||,"Due to vata or other dosha, the intestine frequently enters into scrotum and comes out and this condition is known as bradhna (hernia).   If liquid (mutra) accumulates in scrotum then the swelling is soft (hydrocele).  If fat accumulates in scrotum it is hard and unctuous.   Its treatment is virechana karma, oil massage, niruha basti and smearing of paste. If it suppurates then treatment of ulcer (vrana) should be adopted.   If there is oozing of liquid (mutra) and the swelling is due to kapha, then it should be open up, cleaned and sutured as per line of treatment of ulcer [94-95]"
1255,krimyasthisūkṣmakṣaṇanavyavāyapravāhaṇānyutkaṭakāśvapṛṣṭhaiḥ  |  gudasya pārśve piḍakā bhṛśārtiḥ pakvaprabhinnā tu bhagandaraḥ syāt||96||  virecanaṃ caiṣaṇapāṭanaṃ ca viśuddhamārgasya ca tailadāhaḥ|  syāt kṣārasūtreṇa supācitena  chinnasya cāsya vraṇavaccikitsā||97||,"On the lateral side of anus, a very painful pustule (pidika) occurs which suppurates and opens up; it is known as bhagandara (fistula-in-ano). It is caused by infection (krimi), injury with pointed object like bone leading to minute erosion, excessive sex, straining at defecation and friction due to sitting on hard seat of a horse or moving object.   Its treatment is virechana, probing, cutting and after cleansing cauterization with hot oil. If surgery is contraindicated then kshara-sutra should be applied and during and after cutting the track, routine line of management of ulcer is adopted [96-97]"
1256,जङ्घासु पिण्डीप्रपदोपरिष्टात् [३५] स्याच्छ्लीपदं मांसकफास्रदोषात्।  सिराकफघ्नश्च विधिः समग्रस्तत्रेष्यते सर्षपलेपनं च॥९८॥,The provoked kapha and rakta by involving flesh causes edema which begins from the upper part of the foot and spreads up to calf-muscle or shank
1257,mandāstu pittaprabalāḥ praduṣṭā doṣāḥ sutīvraṃ tanuraktapākam|  kurvanti śothaṃ jvaratarṣayuktaṃ visarpaṇaṃ jālakagardabhākhyam||99||    vilaṅghanaṃ raktavimokṣaṇaṃ ca virūkṣaṇaṃ kāyaviśodhanaṃ ca|  dhātrīprayogāñ śiśirān pradehān kuryāt sadā jālakagardabhasya||100||,"Mildly provoked dosha with dominance of pitta causes very acute inflammation which slightly bleeds and suppurates, has a tendency of quick spreading and is accompanied by fever and thirst is known as jalakagardabha.    Its treatment is langhana (lightening therapy), blood-letting, un-unctuous therapy, virechana, use of amalaki and application of paste of drugs having cold potency [99-100]"
1258,evaṃvidhāṃścāpyaparān parīkṣya śothaprakārānanilādiliṅgaiḥ|  śāntiṃ nayeddoṣaharairyathāsvamālepanacchedanabhedadāhaiḥ||101||,"Other types of inflammatory swellings may be diagnosed on the basis of the characteristic symptoms of the involved vata and other dosha. It may also be managed by prescribing the treatment of involved dosha as well as by application of paste, incision and excision [101]"
1259,prāyo'bhighātādanilaḥ saraktaḥ śothaṃ sarāgaṃ prakaroti tatra|  vīsarpanunmārutaraktanucca kāryaṃ viṣaghnaṃ viṣaje ca karma||102||,Generally external trauma causes reddish swelling due to provocation of vata and rakta. It should be treated with drugs used for the treatment of visarpa and provoked vata and rakta.    If the swelling is caused by poisonous substances then it should be treated with anti-poison measures [102]
1260, exogenous and endogenous swelling,Re-capitulatory verses-  Three types of swelling as per involvement of dosha
1261,ityagniveśakṛte tantre'prāpte dṛḍhabalasampūrite cikitsāsthāne  śvayathucikitsitaṃ nāma dvādaśo'dhyāyaḥ||12||,"Thus 12th chapter named Shvayathu Chikitsa in Chikitsa Sthana of treatise compiled by Agnivesha, revised by Charaka and unavailable part restored by Dridhabala is completed (12)."
1262,athāto jvaracikitsitaṃ vyākhyāsyāmaḥ||1||  iti ha smāha  bhagavānātreyaḥ||2||,"Now we shall expound the chapter ""Jwara Chikitsa"" (Management of different types of fever). Thus said  lord Atreya.[1-2]"
1263,vijvaraṃ jvarasandehaṃ paryapṛcchat punarvasum|  vivikte śāntamāsīnamagniveśaḥ kṛtāñjaliḥ||3||,"Punarvasu, who was free from all types of diseases (jwara) and was having complete peace of mind, was sitting in a lonely place; where Agnivesha approached him and asked his queries about jwara with a modest namaskar (greeting, with hands folded).  "
1264,dehendriyamanastāpī sarvarogāgrajo balī|  jvaraḥ pradhāno rogāṇāmukto bhagavatā purā||4||  tasya prāṇisapatnasya dhruvasya pralayodaye|  prakṛtiṃ ca pravṛttiṃ ca prabhāvaṃ kāraṇāni ca||5||  pūrvarūpamadhiṣṭhānaṃ balakālātmalakṣaṇam|  vyāsato vidhibhedācca  pṛthagbhinnasya cākṛtim||6||  liṅgamāmasya jīrṇasya sauṣadhaṃ ca kriyākramam|  vimuñcataḥ praśāntasya cihnaṃ yacca pṛthak pṛthak||7||  jvarāvasṛṣṭo rakṣyaśca yāvatkālaṃ yato yataḥ|  praśāntaḥ kāraṇairyaiśca punarāvartate jvaraḥ||8||  yāścāpi punarāvṛttaṃ kriyāḥ praśamayanti tam|  jagaddhitārthaṃ tat sarvaṃ bhagavan! vaktumarhasi||9||  tadagniveśasya vaco niśamya gururabravīt|  jvarādhikāre yadvācyaṃ tat saumya! nikhilaṃ śṛṇu||10||,"Oh lord! You have already stated earlier that (in Nidana Sthana) “jwara afflicts the body, senses and the mind, is the first disease to be manifested, and is the principal and the most powerful disease.” This enemy of human beings is invariably associated with the birth and death of creatures. Therefore, kindly elucidate the following points for the benefit of the humanity –   Prakriti or the nature of the disease Pravritti or origin of the disease Prabhava, the sequels of the disease Karana or the causative factors Purvarupa or the premonitory signs and symptoms Adhisthana or place of manifestation Bala kala or its severity and the time of manifestation Atma lakshana or cardinal features which are invariably associated with this disease Details of classification (vidhi bheda) Signs and symptoms of each type of the disease Sign and symptoms of ama jwara i.e. primary stage of the disease Sign and symptoms of jirna jwaraa i.e. chronic stage Drugs for the treatment of the disease Various therapeutic procedures Signs and symptoms that are manifested when the fever is getting cured, or when it is  alleviated – both separately The duration for which the patient who has become free from a disease has to avoid certain regimens and the reasons for that The reasons for the reattack of the fever after it has subsided The therapies which should be administered in order to alleviate this reattack of this fever; After hearing this statement of Agnivesha, the preceptor (Atreya) replied: “all these will be explained in this chapter on the description of fever. Oh benevolent one, listen to the details.”[3-10]"
1265,jvaro vikāro rogaśca vyādhirātaṅka eva ca|  eko'rtho  nāmaparyāyairvividhairabhidhīyate||11||,"Jwara, vikara, roga, vyadhi and atanka – these terms are synonymous and used to indicate this condition. [11]"
1266,tasya prakṛtiruddiṣṭā doṣāḥ śārīramānasāḥ|  dehinaṃ na hi nirdoṣaṃ jvaraḥ samupasevate||12||,"The three physical doshas and the two manasika doshas are the natural factors responsible for jwara (prakriti) as jwara cannot originate in a person having the balance of these three dosha (nirdosha – in the state of homeostasis). Therefore, these sharirika and manasika doshas are the prakriti of jwara. "
1267,kṣayastamo jvaraḥ pāpmā mṛtyuścoktā  yamātmakāḥ|  pañcatvapratyayānnṝṇāṃ kliśyatāṃ svena karmaṇā||13||  ityasya prakṛtiḥ proktā ...|14|," Kshaya (emaciation), tama (feeling of entering into darkness), jwara, papma (manifestations of the sinful acts) and mrityu (death) are all the various presentations of Yamaraja (lord of deaths). These are the causes of death (panchatva) in individuals suffering from various grievances, due to their own deeds and hence have been accepted as equivalent to Yama (lord of death). In this way the prakriti (basic nature) of jwara has been described. [12-13]"
1268,... pravṛttistu parigrahāt|  nidāne pūrvamuddiṣṭā rudrakopācca dāruṇāt||14||,The origin of jwara is because of the tendency for greed or attachment (parigraha). It has been described earlier in the Nidana Sthana that the origin of jwara resulted from the ferocious wrath of Rudra (Lord Shiva). 
1269,dvitīye hi yuge śarvamakrodhavratamāsthitam|  divyaṃ sahasraṃ varṣāṇāmasurā abhidudruvuḥ||15||  tapovighnāśanāḥ kartuṃ  tapovighnaṃ mahātmanaḥ|  paśyan samarthaścopekṣāṃ cakre dakṣaḥ prajāpatiḥ||16||,"During the Treta Yuga (second age) Lord Shiva took a vow of not manifesting anger or wrath for one thousand celestial years. During this time the asuras (the demons) indulged in the creating obstruction, playing mischiefs and destroying the sacrament and the meditation of the rishis (sages). "
1270,punarmāheśvaraṃ bhāgaṃ dhruvaṃ dakṣaḥ prajāpatiḥ|  yajñe na kalpayāmāsa procyamānaḥ surairapi||17||  ṛcaḥ paśupateryāśca śaivya āhatayaśca yāḥ|  yajñasiddhipradāstābhirhīnaṃ caiva sa iṣṭavān||18||,Daksha Prajapati was capable of combating these demons but he ignored his duties of opposing those demons and further organized a yajna (ritual of sacrifice) in which he did not offer any share to Lord Shiva in spite of being told to do so by the other lords. He even did not chant the hymns (richa) described in the veda of lord Shiva which provide fulfilment to the desired objective of yajna and even did not offer ahuti (pouring of ghee in the sacrificial fire) to Lord Shiva. 
1271,athottīrṇavrato devo buddhvā dakṣavyatikramam|  rudro raudraṃ puraskṛtya bhāvamātmavidātmanaḥ||19||,Lord Shiva perceived whole of this situation regarding Daksha Prajapati’s non observance of rules and became angry. 
1272,sṛṣṭvā  lalāṭe cakṣurvai dagdhvā tānasurān prabhuḥ|  bālaṃ krodhāgnisantaptamasṛjat satranāśanam||20||  tato yajñaḥ sa vidhvasto vyathitāśca divaukasaḥ|  dāhavyathāparītāśca bhrāntā bhūtagaṇā diśaḥ||21||,"He then brought forward his Raudra (wrathful) bhava (nature) and opened his third eye, destroying all those demons by burning them and further gave rise to a child like form named Virabhadra to his wrath, who was stuffed with his anger and was capable of destroying the yajna of Daksha. That child demolished the yajna of Daksha Prajapati as a result of which the gods got afflicted with burning sensation and pain and started running in different directions and became afflicted. "
1273,atheśvaraṃ devagaṇaḥ saha saptarṣibhirvibhum|  tamṛgbhirastuvan yāvacchaive bhāve śivaḥ sthitaḥ||22||,Then the gods along with the seven rishis offered those substantial hymns to Lord Shiva till he became pleased and switched over to his Shiva (the compassionate or benevolent and auspicious) form. 
1274,śivaṃ śivāya bhūtānāṃ sthitaṃ jñātvā kṛtāñjaliḥ|  bhiyā bhasmapraharaṇastriśirā navalocanaḥ||23||  jvālāmālākulo raudro hrasvajaṅghodaraḥ kramāt|  krodhāgniruktavān devamahaṃ kiṃ karavāṇi te||24||,"When it was known that Lord Shiva is returned to his auspicious disposition, then  Virabhadra who was produced from the wrathful fire of Lord Shiva, who had three heads and nine eyes, used ash as his weapon, had the flame of his fire as his garland, was wrathful, had frightful and small thighs and stomach approached lord Shiva with folded hands and enquired about his future work. "
1275,tamuvāceśvaraḥ krodhaṃ jvaro loke bhaviṣyasi|  janmādau nidhane ca tvamapacārāntareṣu ca||25||,Lord Shiva replied to him that “you will become jwara in this world and afflict people in the beginning of life – at birth and at the time of death and will also afflict those who will resort to erratic regimen.”[14-25]
1276,santāpaḥ sārucistṛṣṇā sāṅgamardo hṛdi vyathā|  jvaraprabhāvo janmādau nidhane ca mahattamaḥ||26||  prakṛtiśca  pravṛttiśca prabhāvaśca pradarśitaḥ|27|,"Santapa (feeling of heat or raised temperature), aruchi (anorexia), trishna (morbid thirst), angamarda (body ache), hrid vyatha (pain in the cardiac region) – these are the invariable manifestations of jwara. At the time of birth and death, jwara is manifested in the form of tamas (moha- altered state of consciousness). In this way the prakriti (nature), pravritti (origin) and the prabhava (invariable manifestations) of jwara are described. [26-27]"
1277,nidāne kāraṇānyaṣṭau pūrvoktāni  vibhāgaśaḥ||27||,Earlier in the Nidana Sthana the etiological factors for each of the eight varieties of jwara have been described separately. [27]
1278,ālasyaṃ nayane sāsre jṛmbhaṇaṃ gauravaṃ kramaḥ|  jvalanātapavāyvambubhaktidveṣāvaniścitau||28||  avipākāsyavairasye hāniśca balavarṇayoḥ|  śīlavaikṛtamalpaṃ ca jvaralakṣaṇamagrajam||29||,"Laziness, lacrimation, yawning, heaviness, mental fatigue, uncertainty and intolerance about the liking and disliking for the heat, sun, wind and water; indigestion, anorexia, depletion in strength, complexion, and slight change in conduct, are the premonitory signs and symptoms of jwara.[28-29]"
1279,kevalaṃ samanaskaṃ ca jvarādhiṣṭhānamucyate|  śarīraṃ balakālastu nidāne sampradarśitaḥ||30||,The whole body and the mind are the sites of manifestation of jwara. The severity and the time of manifestation of jwara have been described in Nidana Sthana.[30]
1280,jvarapratyātmikaṃ liṅgaṃ santāpo dehamānasaḥ|  jvareṇāviśatā bhūtaṃ na hi kiñcinna tapyate||31||,The clinical features invariably associated with jwara are the feeling of heat or increased body temperature and discomfort in body and mind. Jwara afflicts the whole body including mind and sensory organs in all living beings. [31]
