id,sloka,translation,Unnamed: 3
1359,laṅghanaṃ svedanaṃ kālo yavāgvastiktako rasaḥ||142||  pācanānyavipakvānāṃ doṣāṇāṃ taruṇe jvare|143|,"Through fading (svedana) caused by sweating (laṅghanena), weakness (kṣayam) is brought about in the dosha present in the initial stages of fever (taruṇe jvare). It is also produced in the form of lightness (laghutvam) and absence of hunger (kṣut eva āsyā upajāyate) in the prāṇa. In this way, one should establish (upapādayet) strength (bala) and proper functioning (ārogyam) as the means (arthaḥ) for maintaining (kramaḥ) the self (ayam kriyā).",
1360,tṛṣyate salilaṃ coṣṇaṃ dadyādvātakaphajvare  ||143||  madyotthe paittike cātha śītalaṃ tiktakaiḥ śṛtam|  dīpanaṃ pācanaṃ caiva jvaraghnamubhayaṃ hi tat||144||  srotasāṃ śodhanaṃ balyaṃ rucisvedakaraṃ śivam|145|,"Thirst is alleviated by drinking cool water, especially in fever caused by bile. Bitter taste, when digested, removes the impurities in the body, particularly in youth and in fever caused by phlegm. It also serves to warm, cleanse, and promote loveliness in the bodies' channels.",
1361,mustaparpaṭakośīracandanodīcyanāgaraiḥ||145||  śṛtaśītaṃ jalaṃ dadyāt pipāsājvaraśāntaye|146|,"Thirsting, let him give cool water, heated by the sun; let it be given also to those suffering from fever, caused by wind and phlegm. Let one cause a fire to be kindled with sweet-smelling substances and pungent ones, for this destroys both fever and thirst. Indeed, that is the washing of the streams (of the body), beneficial, pleasant, and conducive to strength, appetite, and sweat, and brings about happiness.",
1362,kaphapradhānānutkliṣṭān doṣānāmāśayasthitān||146||  buddhvā jvarakarān kāle vamyānāṃ vamanairharet|147|,"With a medicinal paste made from mustard seeds, camphor, licorice, sandalwood, and other ingredients, one should give (drink) cool water to alleviate the manifestation of doshas such as phlegm that are located in the body's core, for the purpose of pacifying thirst and fever.",
1363,anupasthitadoṣāṇāṃ vamanaṃ taruṇejvare||147||  hṛdrogaṃ śvāsamānāhaṃ mohaṃ  ca janayedbhṛśam|  sarvadehānugāḥ sāmā dhātusthā asunirharāḥ  ||148||  doṣāḥ phalānāmāmānāṃ  svarasā iva sātyayāḥ|149|,"""Realizing the aggravated doshas (flaws) in the primary kapha and other bodily humors, one should induce therapeutic vomiting during the early stages of tarunajvara (fever in young individuals). This can alleviate hridroga (heart disease), shwasa (breathing difficulties), and moha (delusion), causing great harm if left unchecked. All these doshas constantly accompany the body, behaving like svarasa (essence) of the phala (fruits) in their natural state.""",
1364,vamitaṃ laṅghitaṃ kāle yavāgūbhirupācaret||149||  yathāsvauṣadhasiddhābhirmaṇḍapūrvābhirāditaḥ|  yāvajjvaramṛdūbhāvāt ṣaḍahaṃ vā vicakṣaṇaḥ||150||  tasyāgnirdīpyate tābhiḥ samidbhiriva pāvakaḥ|  tāśca bheṣajasaṃyogāllaghutvāccāgnidīpanāḥ||151||,"For one who wants to heal the afflictions in a young person with fever, it is appropriate to cause vomiting using medicinal plants and other means that have been prepared and applied from earlier times. Just as a fire is kindled with previously gathered firewood, those means also cause the aggravated afflictions to subside. And those means are themselves the fruits of treating illnesses, the remedies for the various kinds of distress.",
1365,vātamūtrapurīṣāṇāṃ doṣāṇāṃ  cānulomanāḥ|  svedanāya dravoṣṇatvāddravatvāttṛṭpraśāntaye||152||  āhārabhāvāt prāṇāya saratvāllāghavāya ca|  jvaraghnyo jvarasātmyatvāttasmāt  peyābhirāditaḥ||153||,"At the appropriate time, one should treat the disorders of the bodily humors (vata, pitta, sleshma) with medicinal decoctions that have been processed and cooked with barley and other grains. This is advised for alleviating their mobility, which arises from their inherent liquidity and lightness; it also reduces fever caused by the feverish nature of these humors. Therefore, it is recommended to consume such treatments.

When one's own medicinal preparations made with suitable ingredients have been processed and cooked together, they become capable of kindling the agni (digestive fire) just like a skilled craftsman kindles a fire with dry fuel. These remedies then serve as aids in digestion.",
1366,jvarānupacareddhīmānṛte  madyasamutthitāt|  madātyaye madyanitye grīṣme pittakaphādhike||154||  ūrdhvage raktapitte ca yavāgūrna hitā jvare|155|,"Impel the winds and excretions of bodies to flow, for those that are aggravated by heated and liquid substances, pacified by a suitable intake, bring tranquility to the feverish. And exhort the air as well, for it is the remover of fevers.",
1367,tatra tarpaṇamevāgre prayojyaṃ  lājasaktubhiḥ||155||  jvarāpahaiḥ phalarasairyuktaṃ samadhuśarkaram|156|,"In the beginning, the wise one should offer oblations; this is appropriate for driving away fevers and accompanied by grains and fruits. Always performed in the height of summer or when bile and phlegm are aggravated, elevating the body's heat, if not done properly, it may also increase fever. The rice offerings should not be overcooked or undercooked; they should be moderate in both consistency and quantity.",
1368,tataḥ sātmyabalāpekṣī bhojayejjīrṇatarpaṇam||156||  tanunā mudgayūṣeṇa jāṅgalānāṃ rasena vā|  annakāleṣu cāpyasmai vidheyaṃ dantadhāvanam||157||,"In that case, offering food that is suitable for their digestion, prepared with ingredients such as gruel or the sap of wild plants, is appropriate at mealtime. This should be done for them with care.",
1369,yo'sya vaktrarasastasmādviparītaṃ priyaṃ ca yat|  tadasya mukhavaiśadyaṃ prakāṅkṣāṃ cānnapānayoḥ||158||  dhatte rasaviśeṣāṇāmabhijñatvaṃ karoti yat|  viśodhya drumaśākhāgrairāsyaṃ prakṣālya cāsakṛt||159||  mastvikṣurasamadyādyairyathāhāramavāpnuyāt|160|,"Therefore, the one who is to be served, desiring his well-being, should feed him with a mixture of grains and broth from boiled legumes. What cannot be eaten by that one, (i.e.) the food that has become stale, should be offered to him, cleansed by the tips of fresh tree twigs, and repeatedly rinsed. In this way, he may obtain nourishment at appropriate times, as well as from other sources.",
1370,pācanaṃ śamanīyaṃ vā kaṣāyaṃ pāyayedbhiṣak||160||  jvaritaṃ ṣaḍahe'tīte laghvannapratibhojitam|161|,"The one who knows the taste of each (food) through his own mouth should give, according to the situation, a pleasant or opposite flavor. After six hours, a light meal without solid food is desired. When one knows the distinction of tastes and desires to purify (the patient) using a decoction made from the tips of branches of trees and sugarcane, he may then obtain the cure as he wishes.",
1371,stabhyante na  vipacyante kurvanti viṣamajvaram||161||  doṣā baddhāḥ kaṣāyeṇa stambhitvāttaruṇe jvare|  na tu kalpanamuddiśya kaṣāyaḥ pratiṣidhyate||162||  yaḥ kaṣāyakaṣāyaḥ  syāt sa varjyastaruṇajvare|163|,"The healer should make the feverish drink a potion that tames it, but such a potion's effectiveness is not achieved by merely proposing a remedy for the fever; only a remedy that has been previously tested and proven to be light on the stomach can subdue fevers caused by an imbalance of bodily humors. This kind of remedy should be chosen for treating fevers.",
1372,yūṣairamlairanamlairvā jāṅgalairvā rasairhitaiḥ||163||  daśāhaṃ yāvadaśnīyāllaghvannaṃ jvaraśāntaye|164|,"They are solidified, not dissolved, nor produced by uneven combinations of juices. With the help of taruna, when it is used as a means to counteract the impure quality (kaṣāya) associated with fever, its severity is kept in check. But who indeed is such a person that, if he becomes the cause of the manifestation of that kaṣāya, he should be avoided?",
1373,ata ūrdhvaṃ kaphe mande vātapittottare jvare||164||  paripakveṣu doṣeṣu sarpiṣpānaṃ yathā'mṛtam| nirdaśāhamapi jñātvā kaphottaramalaṅghitam||165||  na sarpiḥ pāyayedvaidyaḥ kaṣāyaistamupācaret  |  yāvallaghutvādaśanaṃ dadyānmāṃsarasena ca||166||  balaṃ hyalaṃ nigrahāya doṣāṇāṃ balakṛcca tat  |167|,"Even when knowing that the kapha dosha has moved upward, the wise physician should not administer fatty or oily substances until the digestive process is complete, but should instead give light and easily digestible food and drinks, so as to reduce the strength of the disorder.",
1374,dāhatṛṣṇāparītasya vātapittottaraṃ jvaram||167||  baddhapracyutadoṣaṃ vā nirāmaṃ payasā jayet|168|,"Elevate, above the Kapha in the locative and in the Mandaga state, the wind by using the present imperative class 2 active second-person plural. Once the Doshas are fully matured, subdue them with a mixture that includes Sarpiṣpāna, just like Amṛtam. O Vaidya, make the Kapha located upwards flow smoothly by causing the Sarpiḥ to be drunk, until it is unobstructed, due to its lightness. Apply meat soup, which is the source of strength, as long as the symptoms persist, for controlling the Doshas, and let that which possesses strength (Kṛta) be the remedy.",
1375,kriyābhirābhiḥ praśamaṃ na prayāti yadā jvaraḥ||168||  akṣīṇabalamāṃsāgneḥ  śamayettaṃ virecanaiḥ|169|,"When fire's and thirst's intense afflictions, as well as the wind and bile, are calmed by evacuations, then the fever does not proceed; may it be pacified with nourishing fluids.",
1376,jvarakṣīṇasya na hitaṃ vamanaṃ na virecanam||169||  kāmaṃ tu payasā tasya nirūhairvā harenmalān|  nirūho balamagniṃ ca vijvaratvaṃ mudaṃ rucim||170||  paripakveṣu doṣeṣu prayuktaḥ śīghramāvahet| pittaṃ vā kaphapittaṃ vā pittāśayagataṃ haret||171||  sraṃsanaṃ trīnmalān bastirharet pakvāśayasthitān|172|,"When a fever is raging, it is not beneficial to induce vomiting or to cause purging. What is beneficial is to calm the fever by using cooling agents that reduce its heat. If one wishes to eliminate the fever's strength, then one should use emesis and purgatives. Once the harmful elements have matured, they can be quickly expelled if enhanced pitta or a combination of pitta and kapha are present in the system. When excess phlegm is located in the system, it can be eliminated through sneezing.",
1377,jvare purāṇe saṅkṣīṇe kaphapitte dṛḍhāgnaye||172||  rūkṣabaddhapurīṣāya pradadyādanuvāsanam|173|,"In the old and fully spent fever, what's beneficial is to administer therapeutic emesis and purgation as desired. By these, strength is taken away, as well as the agni (bodily fire). And joy and beauty are brought about when the dosas are fully matured. He should quickly induce vomiting of kapha and pitta, which have accumulated in the stomach.",
1378,gaurave śirasaḥ śūle vibaddheṣvindriyeṣu ca||173||  jīrṇajvare rucikaraṃ kuryānmūrdhavirecanam|174|,"In the case of a severe headache or in an advanced stage of phlegm and bile disorders, one should perform a therapeutic head anointment using dry, strong, and warm substances, and offer it to the fire god.",
1379,abhyaṅgāṃśca pradehāṃśca pariṣekāvagāhane||174||  vibhajya śītoṣṇakṛtaṃ  kuryājjīrṇe jvare bhiṣak|  tairāśu praśamaṃ yāti bahirmārgagato jvaraḥ||175||  labhante sukhamaṅgāni balaṃ varṇaśca vardhate|176|  dhūpanāñjanayogaiśca yānti jīrṇajvarāḥ śamam||176||  tvaṅmātraśeṣā yeṣāṃ ca bhavatyāganturanvayaḥ|177|,"In the sacred place, at the head, on the blade, when tied up, and in the senses, as well as in cases of advanced decay and fever, one should apply [oils and fomentations] according to the rules. By doing this, the external fever is pacified, and a pleasant sensation is obtained along with strength and complexion. With the use of medicinal smoke and collyrium, old fever is alleviated; those whose senses are entirely directed towards the self attain liberation.",
1380,iti kriyākramaḥ siddho jvaraghnaḥ samprakāśitaḥ||177||  yeṣāṃ tveṣa kramastāni dravyāṇyūrdhvamataḥ śṛṇu|  raktaśālyādayaḥ śastāḥ purāṇāḥ ṣaṣṭikaiḥ saha||178||  yavāgvodanalājārthe jvaritānāṃ jvarāpahāḥ|179|,"The procedure for curing fever has been revealed: apply ointments and perform fomentation; administer decoctions and baths, separated in due course by heat and cold. When the fever is subsiding, the physician should then give, without delay, external treatments such as fumigation, collyrium, etc., to bring about peace. As a result, the body regains strength, complexion improves, and fever abates; only the remaining residue of the fever persists. For those whose causes of the fever have been eliminated, its return is also eliminated. This is the established procedure for curing fever.",
